sample_accession_id,sample_alias,file_name,file_accession_id
EGAN00004405969,RNA018564,RNA018564_S65_R1_001.fastq.gz,EGAF00008256476
EGAN00004405969,RNA018564,RNA018564_S65_R2_001.fastq.gz,EGAF00008256477
EGAN00004405970,RNA018566,RNA018566_S67_R1_001.fastq.gz,EGAF00008256478
EGAN00004405970,RNA018566,RNA018566_S67_R2_001.fastq.gz,EGAF00008256479
EGAN00004405971,RNA018568,RNA018568_S69_R1_001.fastq.gz,EGAF00008256482
EGAN00004405971,RNA018568,RNA018568_S69_R2_001.fastq.gz,EGAF00008256483
EGAN00004405972,RNA018574,RNA018574_S95_R1_001.fastq.gz,EGAF00008256492
EGAN00004405972,RNA018574,RNA018574_S95_R2_001.fastq.gz,EGAF00008256493
EGAN00004405973,RNA018576,RNA018576_S97_R1_001.fastq.gz,EGAF00008256494
EGAN00004405973,RNA018576,RNA018576_S97_R2_001.fastq.gz,EGAF00008256495
EGAN00004405974,RNA018579,RNA018579_S100_R1_001.fastq.gz,EGAF00008256500
EGAN00004405974,RNA018579,RNA018579_S100_R2_001.fastq.gz,EGAF00008256501
EGAN00004405975,RNA018580,RNA018580_S101_R1_001.fastq.gz,EGAF00008256502
EGAN00004405975,RNA018580,RNA018580_S101_R2_001.fastq.gz,EGAF00008256503
EGAN00004405976,RNA018581,RNA018581_S102_R1_001.fastq.gz,EGAF00008256504
EGAN00004405976,RNA018581,RNA018581_S102_R2_001.fastq.gz,EGAF00008256505
EGAN00004405977,RNA018582,RNA018582_S103_R1_001.fastq.gz,EGAF00008256506
EGAN00004405977,RNA018582,RNA018582_S103_R2_001.fastq.gz,EGAF00008256507
EGAN00004405978,RNA018583,RNA018583_S104_R1_001.fastq.gz,EGAF00008256508
EGAN00004405978,RNA018583,RNA018583_S104_R2_001.fastq.gz,EGAF00008256509
EGAN00004405979,RNA018585,RNA018585_S106_R1_001.fastq.gz,EGAF00008256512
EGAN00004405979,RNA018585,RNA018585_S106_R2_001.fastq.gz,EGAF00008256513
EGAN00004405980,RNA018594,RNA018594_S115_R1_001.fastq.gz,EGAF00008256520
EGAN00004405980,RNA018594,RNA018594_S115_R2_001.fastq.gz,EGAF00008256521
EGAN00004405981,RNA018595,RNA018595_S116_R1_001.fastq.gz,EGAF00008256522
EGAN00004405981,RNA018595,RNA018595_S116_R2_001.fastq.gz,EGAF00008256523
EGAN00004405982,RNA018596,RNA018596_S117_R1_001.fastq.gz,EGAF00008256524
EGAN00004405982,RNA018596,RNA018596_S117_R2_001.fastq.gz,EGAF00008256525
EGAN00004405983,RNA018603,RNA018603_S124_R1_001.fastq.gz,EGAF00008256530
EGAN00004405983,RNA018603,RNA018603_S124_R2_001.fastq.gz,EGAF00008256531
EGAN00004405984,RNA018604,RNA018604_S125_R1_001.fastq.gz,EGAF00008256532
EGAN00004405984,RNA018604,RNA018604_S125_R2_001.fastq.gz,EGAF00008256533
EGAN00004405985,RNA018605,RNA018605_S126_R1_001.fastq.gz,EGAF00008256534
EGAN00004405985,RNA018605,RNA018605_S126_R2_001.fastq.gz,EGAF00008256535
EGAN00004405986,RNA018606,RNA018606_S127_R1_001.fastq.gz,EGAF00008256536
EGAN00004405986,RNA018606,RNA018606_S127_R2_001.fastq.gz,EGAF00008256537
EGAN00004405987,RNA018607,RNA018607_S128_R1_001.fastq.gz,EGAF00008256538
EGAN00004405987,RNA018607,RNA018607_S128_R2_001.fastq.gz,EGAF00008256539
EGAN00004405988,RNA018608,RNA018608_S129_R1_001.fastq.gz,EGAF00008256540
EGAN00004405988,RNA018608,RNA018608_S129_R2_001.fastq.gz,EGAF00008256541
EGAN00004405989,RNA018610,RNA018610_S131_R1_001.fastq.gz,EGAF00008256542
EGAN00004405989,RNA018610,RNA018610_S131_R2_001.fastq.gz,EGAF00008256543
EGAN00004405990,RNA018611,RNA018611_S132_R1_001.fastq.gz,EGAF00008256544
EGAN00004405990,RNA018611,RNA018611_S132_R2_001.fastq.gz,EGAF00008256545
EGAN00004405991,RNA018612,RNA018612_S133_R1_001.fastq.gz,EGAF00008256546
EGAN00004405991,RNA018612,RNA018612_S133_R2_001.fastq.gz,EGAF00008256547
EGAN00004405992,RNA018618,RNA018618_S139_R1_001.fastq.gz,EGAF00008256548
EGAN00004405992,RNA018618,RNA018618_S139_R2_001.fastq.gz,EGAF00008256549
