	human	fungi	other_eukaryotes	bacteria	other	unclassified	dataset_short_name	sample_name	dataset_batch
569	87.27386303847254	0.9093991753740523	0.707643894427073	4.58280568875872	1.4229398855286348	5.103348317438979	decruyenaere	RNA019973_S6	decruyenaere
1178	67.03491886967092	0.263775454331343	2.21376362819012	3.9891349515228223	7.0531806319309815	19.44522646435381	moufarrej	SRR17333110	moufarrej_site_1
2162	93.87078238404416	0.0309558970983972	1.3631096723925908	0.6441727149021889	3.106691824792623	0.9842875067700396	toden	SRRISOLATE_5644	toden
287	94.792161412541	0.0345469660046459	0.4270460790229475	0.4743345047534449	3.384204215558565	0.8877068221193813	chalasani	X13039	chalasani
398	92.45958463521464	0.1419266119242693	0.1384278851565756	3.381240536958217	1.5722466795054728	2.306573651240831	chen	SRR14506722	chen
627	87.32855509691332	1.389462608432994	0.9496294799717148	3.5404691486690982	3.4682555002895548	3.323628165723322	decruyenaere	RNA020037_S64	decruyenaere
1443	67.34744082184903	0.190802098823087	2.301925321178533	3.238385622241845	8.392542317965496	18.528903817942	moufarrej	SRR17333396	moufarrej_site_1
2074	93.89517455323502	0.0329020234744436	0.7587466629197696	0.53093265235812	3.736879818108814	1.0453642899038291	toden	SRRISOLATE_2497	toden
91	94.83922603088466	0.0193015287032589	0.2392723989248826	0.4003957922667426	3.72802371203894	0.773780537181511	chalasani	X10740	chalasani
459	92.50864485221864	0.1123643264516225	1.1334445141755574	2.0362096167261328	2.775553883120098	1.4337828073079315	chen	SRR14506783	chen
656	87.33520345724529	0.1577385670796509	1.329525068879341	1.432400221854243	5.380315487136604	4.364817197804864	decruyenaere	RNA020088_S104	decruyenaere
1334	67.42279505332333	1.001115517290518	3.378402365236661	7.979473681842069	8.70568493811654	11.512528444190885	moufarrej	SRR17333287	moufarrej_site_1
2094	93.93024909466035	0.0374037029665936	0.9181408959486989	1.2312218909672057	2.975994623467724	0.9069897919894068	toden	SRRISOLATE_2526	toden
136	94.85579689863486	0.0380516307167858	0.3528948066337724	0.4600263950430151	3.4157890157626	0.8774412532089684	chalasani	X12829	chalasani
430	92.54286921806796	0.4049191094058493	0.0832316460495267	1.67224651898013	4.2301564775663	1.0665770299302448	chen	SRR14506754	chen
619	87.33617836038809	1.915591528541804	0.82754874509698	4.492771890652525	1.9971709787233192	3.430738496597272	decruyenaere	RNA020027_S56	decruyenaere
1417	67.55927945622206	0.7426745082587725	2.846043919449342	6.534615642316196	6.215855123219066	16.101531350534568	moufarrej	SRR17333370	moufarrej_site_1
2007	94.00249352239294	0.0380079626681789	0.775812532725606	0.9209429375454156	3.2502809338556427	1.0124621108122152	toden	SRRISOLATE_17921	toden
317	94.90204191652025	0.0229034312473025	0.2320052764319911	0.4160970068348376	3.510058873702161	0.9168934952634732	chalasani	X14904	chalasani
377	92.69456871409588	0.077353416797873	0.2829185992331657	1.4869722431171195	3.8130057284164174	1.645181298339541	chen	SRR14506701	chen
688	87.47607121925263	0.4171159043128815	1.1441807805633288	2.22060085493508	4.96973521816447	3.772296022771598	decruyenaere	RNA020138_S143	decruyenaere
1435	67.83681200189405	0.4622613254024723	2.608713913490881	11.286226512549558	6.478008711213425	11.327977535449618	moufarrej	SRR17333388	moufarrej_site_1
2015	94.00441232209953	0.0469534276002148	0.8791641789850659	0.6193452122004907	3.8159285627850834	0.634196296329632	toden	SRRISOLATE_17929	toden
334	94.91909378005982	0.0278911235950121	0.1851904722164878	0.3732359413364021	3.6115710828344407	0.8830175999578339	chalasani	X2831	chalasani
554	93.03033500052751	0.2231536820357536	0.5406089200471808	3.065550581584596	1.9887828149164464	1.1515690008885149	chen	SRR14506878	chen
585	87.67625217064251	1.113629634371774	0.7732788905516033	5.067449965189697	1.8977617374742923	3.471627601770124	decruyenaere	RNA019989_S22	decruyenaere
1368	68.24348648697297	0.3374506749013498	3.7694075388150776	2.3768547537095075	10.008520017040034	15.26428052856106	moufarrej	SRR17333321	moufarrej_site_1
1982	94.01907714617894	0.0519058394069332	0.5207585853408508	0.9272043104849296	3.6992661674438376	0.7817879511445037	toden	SRRISOLATE_11322	toden
281	94.96563256591249	0.0420481220807375	0.4360830179297899	0.4127058989627618	3.2398026909775064	0.9037277041367272	chalasani	X13032	chalasani
540	93.09369270139597	0.2849889120313958	0.2362494749870931	2.519555305834901	1.9208505994393443	1.944663006311301	chen	SRR14506864	chen
716	87.8605329317245	0.2108546388020536	1.0407228959037098	0.9545710005620124	7.099206182536016	2.8341123504717105	decruyenaere	RNA020167_S172	decruyenaere
1280	68.37153183352801	0.5834280045442181	4.395210970126566	7.687368993711698	8.08878826183657	10.87367193625294	moufarrej	SRR17333233	moufarrej_site_1
2148	94.07233305256166	0.0327122343756564	0.7708382935217771	1.0560449608153448	2.795595552736724	1.2724759059888398	toden	SRRISOLATE_3264	toden
102	94.98389741704392	0.0401396214932354	0.3537271689675549	0.7857603524393778	2.934658096623806	0.9018173434321092	chalasani	X12771	chalasani
379	93.10164174197337	0.1073395463265396	0.2992806816470884	1.822723822926621	4.25962855190963	0.4093856552167736	chen	SRR14506703	chen
638	87.97556537353589	0.3325579486604596	1.6588360822121284	3.220932583572388	2.311140115747182	4.500967896271948	decruyenaere	RNA020062_S85	decruyenaere
1331	68.44560023320221	1.5994651949193517	2.557874299805848	12.833021913708182	6.718863829206377	7.845174529158026	moufarrej	SRR17333284	moufarrej_site_1
